Gene,Gene Symbol,Parameter,Level1,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq,fdr_p,log2(FC),stderr of log2(FC),-log10(FDR P),FC
ENSMUSG00000020530,Ggnbp2,Age,18,1,0.0764,0.2094,-0.3340,0.4869,0.13,0.7152,0.995805013,0.1102390947,0.3021328748,0.0018256918,1.0794071095
ENSMUSG00000020532,Acaca,Age,18,1,0.6949,0.4041,-0.0971,1.4870,2.96,0.0855,0.6783283422,1.0025842528,0.5830226574,0.1685600367,2.0035857456
ENSMUSG00000020534,Shmt1,Age,18,1,0.6594,0.8298,-0.9670,2.2858,0.63,0.4268,0.9534896748,0.951278055,1.1971533029,0.0206840055,1.9335848239
ENSMUSG00000020536,Llgl1,Age,18,1,0.1629,0.3626,-0.5479,0.8736,0.20,0.6533,0.995805013,0.2349762696,0.5231529628,0.0018256918,1.1768873788
ENSMUSG00000020537,Drg2,Age,18,1,0.5940,0.2490,0.1060,1.0820,5.69,0.0170,0.4171568363,0.8569612213,0.359194762,0.3797006349,1.811219281
ENSMUSG00000020538,Srebf1,Age,18,1,0.1197,0.2956,-0.4596,0.6990,0.16,0.6855,0.995805013,0.1726922406,0.4263893843,0.0018256918,1.1271599379
ENSMUSG00000020541,Tom1l1,Age,18,1,-0.2578,0.4834,-1.2052,0.6896,0.28,0.5938,0.9877546297,-0.371930849,0.6973353826,0.0053509261,0.7727475878
ENSMUSG00000020544,Cox11,Age,18,1,0.0420,0.8145,-1.5544,1.6383,0.00,0.9589,0.9999208275,0.0605295931,1.1750240997,0.0000343855,1.0428485057
ENSMUSG00000020546,Stxbp4,Age,18,1,0.7651,0.4583,-0.1332,1.6634,2.79,0.0950,0.6948975567,1.1038236155,0.6612055361,0.1580792153,2.1492355632
ENSMUSG00000020547,Bzw2,Age,18,1,0.4372,0.1639,0.1159,0.7584,7.11,0.0077,0.3185366502,0.6306919202,0.2364908401,0.4968405914,1.5483073876
ENSMUSG00000020549,Elac2,Age,18,1,0.4075,0.2735,-0.1286,0.9435,2.22,0.1362,0.761340544,0.5878898614,0.3945808254,0.1184210419,1.5030467277
ENSMUSG00000020553,Pctp,Age,18,1,0.2008,0.2365,-0.2627,0.6644,0.72,0.3958,0.9421764412,0.2897164309,0.3412000123,0.0258677593,1.2223999851
ENSMUSG00000020561,Twistnb,Age,18,1,-0.1730,0.4605,-1.0756,0.7296,0.14,0.7072,0.995805013,-0.24955149,0.6643845147,0.0018256918,0.8411578769
ENSMUSG00000020564,Atxn7l1,Age,18,1,0.1389,0.2154,-0.2832,0.5609,0.42,0.5191,0.9760109909,0.200328043,0.3106924507,0.0105452917,1.1489595781
ENSMUSG00000020566,Atp6v1c2,Age,18,1,1.5541,1.6153,-1.6117,4.7200,0.93,0.3360,0.9139428031,2.2421606373,2.3303166179,0.0390809827,4.7310507519
ENSMUSG00000020570,Sypl,Age,18,1,-0.2397,0.3767,-0.9781,0.4987,0.40,0.5246,0.9770334856,-0.34577672,0.5435076031,0.0100905516,0.7868842189
ENSMUSG00000020571,Pdia6,Age,18,1,0.3025,0.2208,-0.1303,0.7353,1.88,0.1707,0.8040332505,0.4364562354,0.3185736216,0.0947259908,1.3532761211
ENSMUSG00000020572,Nampt,Age,18,1,0.3106,0.5082,-0.6855,1.3067,0.37,0.5411,0.9796438582,0.4480833735,0.7332357125,0.00893178,1.3642266714
ENSMUSG00000020573,Pik3cg,Age,18,1,0.4954,0.3056,-0.1036,1.0944,2.63,0.1050,0.7112854537,0.7146589029,0.4409143965,0.1479560728,1.6410951669
ENSMUSG00000020576,Nbas,Age,18,1,0.5743,0.5676,-0.5381,1.6867,1.02,0.3116,0.902422203,0.8285173759,0.8188147668,0.044590228,1.7758594149
ENSMUSG00000020577,Tspan13,Age,18,1,0.0448,0.1998,-0.3468,0.4365,0.05,0.8225,0.9981830775,0.06466834,0.2882688812,0.0007897971,1.0458444838
ENSMUSG00000020580,Rock2,Age,18,1,-0.1187,0.1882,-0.4875,0.2502,0.40,0.5283,0.9774390893,-0.171220491,0.2715039002,0.0099102969,0.8880910558
ENSMUSG00000020585,Laptm4a,Age,18,1,-0.3487,0.1566,-0.6555,-0.0418,4.96,0.0259,0.4885822562,-0.503041733,0.2258778105,0.3110623093,0.70561751
ENSMUSG00000020589,Fam49a,Age,18,1,0.0452,0.2984,-0.5396,0.6300,0.02,0.8796,0.9999208275,0.0651822852,0.4304754942,0.0000343855,1.0462171215
ENSMUSG00000020590,Snx13,Age,18,1,0.0917,0.5710,-1.0275,1.2108,0.03,0.8725,0.9999208275,0.1322236635,0.8237965653,0.0000343855,1.0959816652
ENSMUSG00000020592,Sdc1,Age,18,1,-1.3317,0.9715,-3.2358,0.5724,1.88,0.1704,0.8039334657,-1.92126096,1.4015826742,0.0947798924,0.2640236444
ENSMUSG00000020593,Lpin1,Age,18,1,0.4831,0.5789,-0.6516,1.6178,0.70,0.4040,0.9460886129,0.6969428624,0.8352412576,0.0240681846,1.6210660365
ENSMUSG00000020594,Pum2,Age,18,1,-0.1128,0.2821,-0.6657,0.4402,0.16,0.6894,0.995805013,-0.162677022,0.4069989296,0.0018256918,0.8933658288
ENSMUSG00000020598,Nrcam,Age,18,0,25.6980,0.0000,25.6980,25.6980,,,,37.074358264,0,,144708455235
ENSMUSG00000020599,Rgs9,Age,18,1,-0.1878,0.8460,-1.8459,1.4702,0.05,0.8243,0.9981830775,-0.270974526,1.2204496055,0.0007897971,0.8287595377
ENSMUSG00000020601,Trib2,Age,18,1,-1.2265,0.8091,-2.8123,0.3593,2.30,0.1296,0.7497381694,-1.769430545,1.167264619,0.1250903785,0.2933244943
ENSMUSG00000020604,Arsg,Age,18,1,0.0318,0.3474,-0.6492,0.7127,0.01,0.9272,0.9999208275,0.0458197412,0.5012631739,0.0000343855,1.0322695496
ENSMUSG00000020605,Hs1bp3,Age,18,1,0.0026,0.4615,-0.9018,0.9070,0.00,0.9955,0.9999208275,0.0037608116,0.6657354705,0.0000343855,1.0026101966
ENSMUSG00000020607,Fam84a,Age,18,1,1.7601,0.7648,0.2611,3.2591,5.30,0.0214,0.4497535738,2.5392864135,1.1033761075,0.347025377,5.8130141225
ENSMUSG00000020608,Smc6,Age,18,1,-0.4051,0.3122,-1.0170,0.2067,1.68,0.1944,0.826846474,-0.584505363,0.4503920914,0.0825751212,0.6668779424
ENSMUSG00000020610,Amz2,Age,18,1,-0.4463,0.2043,-0.8468,-0.0459,4.77,0.0289,0.4989432769,-0.643918405,0.2947525873,0.301948825,0.6399724009
ENSMUSG00000020611,Gna13,Age,18,1,-0.2900,0.1821,-0.6470,0.0669,2.54,0.1113,0.7190724914,-0.418387729,0.2627441337,0.1432273252,0.7482603689
ENSMUSG00000020612,Prkar1a,Age,18,1,-0.0967,0.1013,-0.2952,0.1018,0.91,0.3398,0.9161760392,-0.139463905,0.1461105997,0.0380210705,0.9078564455
ENSMUSG00000020614,Fam20a,Age,18,1,-0.1615,0.6716,-1.4779,1.1549,0.06,0.8099,0.9981830775,-0.233033295,0.9689708274,0.0007897971,0.8508440933
ENSMUSG00000020621,Rdh14,Age,18,1,-0.1473,0.4766,-1.0815,0.7868,0.10,0.7573,0.9981578959,-0.212530628,0.6876038505,0.0008007534,0.8630220777
ENSMUSG00000020623,Map2k6,Age,18,1,-0.0368,0.6125,-1.2372,1.1636,0.00,0.9521,0.9999208275,-0.053072736,0.8835895958,0.0000343855,0.9638812109
ENSMUSG00000020628,Trappc12,Age,18,1,0.0868,0.2638,-0.4302,0.6037,0.11,0.7422,0.9978539623,0.1251826913,0.3805366854,0.0009330138,1.0906458345
ENSMUSG00000020629,Adi1,Age,18,1,0.2135,0.4538,-0.6760,1.1030,0.22,0.6381,0.9932716137,0.3080102451,0.6547661753,0.0029319759,1.2379990823
ENSMUSG00000020630,Rnaseh1,Age,18,1,0.6882,0.6055,-0.4987,1.8750,1.29,0.2558,0.876918908,0.9928051622,0.8736025951,0.0570405656,1.9900506666
ENSMUSG00000020633,Dcdc2c,Age,18,1,-0.5034,0.9562,-2.3775,1.3707,0.28,0.5986,0.9880053355,-0.72621835,1.3794804996,0.0052407101,0.6044863428
ENSMUSG00000020634,Ubxn2a,Age,18,1,-0.0525,0.2567,-0.5557,0.4506,0.04,0.8379,0.9993708756,-0.075776902,0.370343546,0.0002733112,0.948831031
ENSMUSG00000020635,Fkbp1b,Age,18,1,-0.8369,0.7811,-2.3677,0.6940,1.15,0.2840,0.8879638603,-1.207378161,1.1268333187,0.0516047094,0.4330549004
ENSMUSG00000020638,Cmpk2,Age,18,1,-0.0431,0.3662,-0.7608,0.6747,0.01,0.9064,0.9999208275,-0.062110895,0.5283283603,0.0000343855,0.9578615876
ENSMUSG00000020639,Pfn4,Age,18,1,-0.1339,1.1515,-2.3909,2.1231,0.01,0.9074,0.9999208275,-0.19318289,1.6613203882,0.0000343855,0.8746738756
ENSMUSG00000020640,Itsn2,Age,18,1,-0.1064,0.1760,-0.4514,0.2386,0.37,0.5455,0.9796519083,-0.153505005,0.2539377704,0.0089282112,0.899063546
ENSMUSG00000020641,Rsad2,Age,18,1,-0.0915,0.3585,-0.7941,0.6110,0.07,0.7985,0.9981578959,-0.132043788,0.5171483567,0.0008007534,0.9125377914
ENSMUSG00000020642,Rnf144a,Age,18,1,0.3133,0.2886,-0.2523,0.8790,1.18,0.2777,0.8853586091,0.4520171568,0.4163752407,0.0528807853,1.3679515717
ENSMUSG00000020644,Id2,Age,18,1,-0.4058,0.4615,-1.3104,0.4987,0.77,0.3792,0.9343715721,-0.58550944,0.6658276701,0.0294803833,0.6664139749
ENSMUSG00000020646,Mboat2,Age,18,1,-0.5781,1.1682,-2.8677,1.7115,0.24,0.6207,0.992830538,-0.834032088,1.685308974,0.003124873,0.5609592634
ENSMUSG00000020647,Ncoa1,Age,18,1,-0.4126,0.2470,-0.8967,0.0715,2.79,0.0948,0.6947779159,-0.595260337,0.3563579928,0.1581539944,0.6619249987
ENSMUSG00000020648,Dus4l,Age,18,1,1.4387,0.8976,-0.3206,3.1979,2.57,0.1090,0.7148809737,2.0755701414,1.2949642764,0.1457662614,4.2151095919
ENSMUSG00000020649,Rrm2,Age,18,1,-0.5893,0.4342,-1.4403,0.2616,1.84,0.1747,0.8083214897,-0.850221214,0.6263759569,0.0924158751,0.5546996754
ENSMUSG00000020650,Bcap29,Age,18,1,-0.5813,0.5957,-1.7488,0.5862,0.95,0.3292,0.909902919,-0.838592093,0.8593807745,0.0410049418,0.5591890081
ENSMUSG00000020652,Cenpo,Age,18,1,0.2478,0.5283,-0.7876,1.2831,0.22,0.6390,0.9932716137,0.3574552483,0.7621193618,0.0029319759,1.2811640741
ENSMUSG00000020653,Klf11,Age,18,1,0.5691,0.4907,-0.3927,1.5309,1.34,0.2462,0.8740272001,0.8210189265,0.7079659317,0.0584750517,1.7666532792
ENSMUSG00000020654,Adcy3,Age,18,1,0.3278,0.6747,-0.9945,1.6501,0.24,0.6271,0.992830538,0.4729232769,0.9733308616,0.003124873,1.387918907
ENSMUSG00000020657,Dnajc27,Age,18,1,0.7776,0.8099,-0.8098,2.3650,0.92,0.3370,0.914869536,1.1218792296,1.1684410901,0.0386408336,2.1763026938
ENSMUSG00000020658,Efr3b,Age,18,1,2.1351,0.9844,0.2057,4.0645,4.70,0.0301,0.5029762832,3.0803244834,1.4201839932,0.2984524927,8.4580464499
ENSMUSG00000020659,Cbll1,Age,18,1,-0.4253,0.5819,-1.5657,0.7151,0.53,0.4648,0.9665961971,-0.613566558,0.8394507312,0.0147549179,0.6535789583
ENSMUSG00000020660,Pomc,Age,18,1,0.8925,1.5584,-2.1620,3.9470,0.33,0.5668,0.9838379134,1.2876381028,2.2483568332,0.0070764454,2.441280558
ENSMUSG00000020661,Dnmt3a,Age,18,1,-0.0560,0.3298,-0.7023,0.5903,0.03,0.8652,0.9999208275,-0.080785792,0.4757616336,0.0000343855,0.9455424983
ENSMUSG00000020664,Dld,Age,18,1,-0.0168,0.3988,-0.7984,0.7648,0.00,0.9664,0.9999208275,-0.024231327,0.5753337594,0.0000343855,0.9833443886
ENSMUSG00000020668,Kif3c,Age,18,1,-0.3702,0.2941,-0.9465,0.2062,1.58,0.2081,0.8382120707,-0.534053119,0.4242468097,0.0766460894,0.6906117957
ENSMUSG00000020669,Sh3yl1,Age,18,1,-0.2665,0.3099,-0.8739,0.3410,0.74,0.3900,0.9404884166,-0.384423266,0.4471609354,0.026646549,0.7660851885
ENSMUSG00000020671,Rab10,Age,18,1,-0.2036,0.1632,-0.5234,0.1163,1.56,0.2122,0.8419916423,-0.293707209,0.2354415956,0.0746922194,0.8158030415
ENSMUSG00000020677,Ddx52,Age,18,1,0.0912,0.1887,-0.2787,0.4611,0.23,0.6288,0.992830538,0.1315969885,0.2722538416,0.003124873,1.0955056982
ENSMUSG00000020680,Taf15,Age,18,1,0.6013,0.1592,0.2893,0.9132,14.27,0.0002,0.0531632848,0.8674417635,0.2296428492,1.274388193,1.8244248974
ENSMUSG00000020681,Ace,Age,18,1,0.0732,0.3365,-0.5863,0.7326,0.05,0.8279,0.9990752412,0.1055365836,0.4853993789,0.0004018035,1.075894475
ENSMUSG00000020682,Mmp28,Age,18,1,0.8923,1.4630,-1.9751,3.7597,0.37,0.5419,0.9796519083,1.2873306251,2.1106360749,0.0089282112,2.44076031
ENSMUSG00000020687,Cdc27,Age,18,1,0.2115,0.3775,-0.5283,0.9514,0.31,0.5752,0.9857783118,0.3051930132,0.544567442,0.006220741,1.2355839306
ENSMUSG00000020689,Itgb3,Age,18,1,-0.4010,0.3001,-0.9892,0.1871,1.79,0.1814,0.817106853,-0.578556345,0.4329182309,0.0877211471,0.6696335213
ENSMUSG00000020691,Mettl2,Age,18,1,0.5087,0.7757,-1.0116,2.0291,0.43,0.5119,0.9739666244,0.7339618757,1.1191140254,0.0114559251,1.6632002449
ENSMUSG00000020692,Nle1,Age,18,1,0.2479,0.3652,-0.4679,0.9638,0.46,0.4972,0.9716833339,0.3577085861,0.5269339203,0.0124752461,1.2813890668
ENSMUSG00000020694,Tlk2,Age,18,1,-0.5992,0.4132,-1.4090,0.2106,2.10,0.1470,0.778288348,-0.86449143,0.5960817456,0.1088594715,0.5492399873
ENSMUSG00000020696,Rffl,Age,18,1,-0.0893,0.2831,-0.6441,0.4655,0.10,0.7525,0.9981578959,-0.128806597,0.4083813303,0.0008007534,0.914587688
ENSMUSG00000020697,Lig3,Age,18,1,0.4392,0.5748,-0.6873,1.5658,0.58,0.4447,0.9589905459,0.6336914956,0.8292061414,0.0181856742,1.5515298955
ENSMUSG00000020698,Cct6b,Age,18,1,-0.8763,1.6061,-4.0242,2.2716,0.30,0.5853,0.9873422831,-1.264249571,2.3171058646,0.0055322638,0.416315861
ENSMUSG00000020700,Map3k3,Age,18,1,-0.0554,0.2939,-0.6315,0.5207,0.04,0.8505,0.9993708756,-0.079904448,0.4240759551,0.0002733112,0.9461203079
ENSMUSG00000020705,Ddx42,Age,18,1,0.6596,0.4477,-0.2178,1.5371,2.17,0.1406,0.7658749524,0.9516649465,0.6458749859,0.1158421336,1.9341034282
ENSMUSG00000020706,Ftsj3,Age,18,1,0.1178,0.2669,-0.4053,0.6409,0.19,0.6589,0.995805013,0.1699656683,0.3850372677,0.0018256918,1.1250317121
ENSMUSG00000020707,Rnf135,Age,18,1,0.5635,0.4977,-0.4120,1.5391,1.28,0.2576,0.876918908,0.8130278467,0.7180976679,0.0570405656,1.7568948475
ENSMUSG00000020708,Psmc5,Age,18,1,0.3277,0.1867,-0.0382,0.6936,3.08,0.0792,0.6751218078,0.4728152581,0.2693438473,0.1706178632,1.3878149934
ENSMUSG00000020709,Adap2,Age,18,1,0.6137,1.1711,-1.6816,2.9089,0.27,0.6003,0.9880053355,0.8853189374,1.6895140385,0.0052407101,1.8471729319
ENSMUSG00000020713,Gh,Age,18,1,1.7591,1.2644,-0.7191,4.2373,1.94,0.1642,0.7969425574,2.5378559584,1.8241661034,0.0985729809,5.8072532827
ENSMUSG00000020715,Ern1,Age,18,1,0.0174,0.6684,-1.2926,1.3274,0.00,0.9792,0.9999208275,0.0250879577,0.9642837479,0.0000343855,1.0175417273
ENSMUSG00000020716,Nf1,Age,18,1,0.4960,0.4501,-0.3862,1.3782,1.21,0.2705,0.8825381647,0.7156105208,0.6493753079,0.0542665048,1.6421780088
ENSMUSG00000020717,Pecam1,Age,18,1,-0.1083,0.1918,-0.4842,0.2676,0.32,0.5722,0.9844393893,-0.156251973,0.2766725856,0.0068110177,0.8973533102
ENSMUSG00000020718,Polg2,Age,18,1,0.0923,0.4824,-0.8532,1.0378,0.04,0.8483,0.9993708756,0.1331610297,0.6959973877,0.0002733112,1.0966939918
ENSMUSG00000020719,Ddx5,Age,18,1,-0.0096,0.2270,-0.4545,0.4354,0.00,0.9664,0.9999208275,-0.01378906,0.3275374149,0.0000343855,0.9904876828
ENSMUSG00000020720,Psmd12,Age,18,1,0.3674,0.2972,-0.2150,0.9498,1.53,0.2163,0.8447979595,0.5300474811,0.4287238665,0.0732471438,1.443976718
ENSMUSG00000020721,Helz,Age,18,1,-0.0285,0.3756,-0.7647,0.7076,0.01,0.9394,0.9999208275,-0.041168524,0.5418408967,0.0000343855,0.9718674554
ENSMUSG00000020723,Cacng4,Age,18,1,1.6136,1.4504,-1.2291,4.4563,1.24,0.2659,0.8809340641,2.3278956711,2.0924554577,0.0550565963,5.0207248769
ENSMUSG00000020732,Rab37,Age,18,1,-0.4859,0.1814,-0.8415,-0.1304,7.18,0.0074,0.3185366502,-0.701068452,0.261688647,0.4968405914,0.615116486
ENSMUSG00000020733,Slc9a3r1,Age,18,1,0.0852,0.1438,-0.1967,0.3671,0.35,0.5537,0.9799755495,0.1229166108,0.2075254222,0.0087847599,1.0889340721
ENSMUSG00000020736,Nt5c,Age,18,1,0.3306,0.2042,-0.0697,0.7309,2.62,0.1056,0.7114155209,0.4769075552,0.2946607198,0.1478766641,1.3917572082
ENSMUSG00000020737,Hn1,Age,18,1,0.2205,0.2036,-0.1786,0.6196,1.17,0.2789,0.8853586091,0.3181115037,0.2937765257,0.0528807853,1.2466975459
ENSMUSG00000020738,Sumo2,Age,18,1,0.1067,0.2542,-0.3916,0.6050,0.18,0.6746,0.995805013,0.1539831842,0.3667791327,0.0018256918,1.1126371518
ENSMUSG00000020739,Nup85,Age,18,1,0.4494,0.3461,-0.2290,1.1279,1.69,0.1942,0.826846474,0.6483879378,0.4993874301,0.0825751212,1.5674157922
ENSMUSG00000020740,Gga3,Age,18,1,0.0736,0.4371,-0.7831,0.9302,0.03,0.8664,0.9999208275,0.1061234707,0.6305937163,0.0000343855,1.076332237
ENSMUSG00000020741,Cluh,Age,18,1,0.5372,0.3508,-0.1503,1.2248,2.35,0.1257,0.7446153504,0.775062779,0.5060908974,0.128068015,1.7112645156
ENSMUSG00000020743,Mif4gd,Age,18,1,0.2318,0.2411,-0.2406,0.7043,0.93,0.3362,0.9139428031,0.3344799807,0.3477665166,0.0390809827,1.2609228274
ENSMUSG00000020744,Slc25a19,Age,18,1,0.4967,0.3633,-0.2153,1.2088,1.87,0.1715,0.8056907753,0.7166337688,0.5241444508,0.0938316087,1.6433431555
ENSMUSG00000020745,Pafah1b1,Age,18,1,-0.2179,0.1934,-0.5969,0.1612,1.27,0.2599,0.8772954104,-0.314332019,0.2790211002,0.0568541427,0.8042232672
ENSMUSG00000020747,Tmem94,Age,18,1,0.5370,0.2506,0.0458,1.0281,4.59,0.0321,0.5087731883,0.7747140563,0.3615251856,0.2934757835,1.7108509252
ENSMUSG00000020752,Recql5,Age,18,1,0.5642,0.3196,-0.0622,1.1906,3.12,0.0775,0.6686929809,0.8139327749,0.4610713976,0.1747732355,1.7579972027
ENSMUSG00000020755,Sap30bp,Age,18,1,0.2257,0.2621,-0.2880,0.7395,0.74,0.3891,0.9402736365,0.3256567865,0.3781545143,0.0267457405,1.2532348436
ENSMUSG00000020758,Itgb4,Age,18,1,-0.9518,0.3737,-1.6842,-0.2194,6.49,0.0109,0.3572258336,-1.373176156,0.5390933623,0.4470571416,0.3860404274
ENSMUSG00000020766,Galk1,Age,18,1,0.6153,0.3475,-0.0658,1.2964,3.13,0.0766,0.6669925055,0.8876906833,0.5013594795,0.1758790459,1.8502121244
ENSMUSG00000020770,Unk,Age,18,1,0.6544,0.4160,-0.1609,1.4697,2.47,0.1157,0.7251539613,0.9441236762,0.6001321592,0.1395697763,1.9240198404
ENSMUSG00000020773,Trim47,Age,18,1,-0.3850,0.5623,-1.4870,0.7171,0.47,0.4935,0.9709962283,-0.555416294,0.8111988438,0.0127824571,0.6804606807
ENSMUSG00000020774,Aspa,Age,18,1,0.0867,1.1933,-2.2521,2.4256,0.01,0.9421,0.9999208275,0.1251266233,1.7215940558,0.0000343855,1.0906034492
ENSMUSG00000020775,Mrpl38,Age,18,1,0.0627,0.2539,-0.4349,0.5603,0.06,0.8050,0.9981830775,0.0904394028,0.3662886162,0.0007897971,1.0646944079
ENSMUSG00000020776,Fbf1,Age,18,1,0.2394,0.3651,-0.4762,0.9550,0.43,0.5120,0.9739666244,0.3453811169,0.5267489788,0.0114559251,1.2704865628
ENSMUSG00000020777,Acox1,Age,18,1,0.1692,0.2983,-0.4155,0.7539,0.32,0.5706,0.9844393893,0.2441102082,0.4304154965,0.0068110177,1.1843620824
ENSMUSG00000020778,Ten1,Age,18,1,-0.0395,0.3632,-0.7513,0.6724,0.01,0.9134,0.9999208275,-0.056956917,0.5239725348,0.0000343855,0.9612896347
ENSMUSG00000020780,Srp68,Age,18,1,0.2881,0.1506,-0.0071,0.5832,3.66,0.0557,0.6039748102,0.415571549,0.2172311487,0.218981174,1.3338269915
ENSMUSG00000020781,Tsen54,Age,18,1,0.7755,0.4124,-0.0328,1.5838,3.54,0.0601,0.6196238628,1.1187880048,0.5949759174,0.2078718652,2.1716445794
ENSMUSG00000020782,Llgl2,Age,18,1,1.0587,0.5532,-0.0255,2.1429,3.66,0.0556,0.6036179447,1.5274189685,0.7980640749,0.2192378578,2.8826965309
ENSMUSG00000020783,Ncbp3,Age,18,1,0.0731,0.4477,-0.8043,0.9506,0.03,0.8702,0.9999208275,0.1055312957,0.6458843482,0.0000343855,1.0758905315
ENSMUSG00000020785,Camkk1,Age,18,1,-0.4100,0.8346,-2.0458,1.2257,0.24,0.6232,0.992830538,-0.591554264,1.204065955,0.003124873,0.6636275733
ENSMUSG00000020787,P2rx1,Age,18,1,-0.5134,0.3005,-1.1024,0.0757,2.92,0.0876,0.6809084343,-0.740612279,0.4335791492,0.1669112863,0.5984853015
ENSMUSG00000020788,Atp2a3,Age,18,1,-0.2546,0.2071,-0.6606,0.1514,1.51,0.2191,0.8480275695,-0.367261237,0.298846907,0.0715900285,0.7752528144
ENSMUSG00000020790,Ankfy1,Age,18,1,0.1641,0.3279,-0.4786,0.8068,0.25,0.6167,0.9920443858,0.2367891531,0.4730757586,0.0034688963,1.1783671793
ENSMUSG00000020792,Exoc7,Age,18,1,-0.0555,0.2810,-0.6062,0.4953,0.04,0.8435,0.9993708756,-0.080014136,0.4054170677,0.0002733112,0.9460483767
ENSMUSG00000020794,Ube2g1,Age,18,1,0.3566,0.5921,-0.8038,1.5170,0.36,0.5469,0.9796519083,0.5145051982,0.8541631729,0.0089282112,1.428504121
ENSMUSG00000020798,Spns3,Age,18,1,-0.3369,0.4126,-1.1456,0.4717,0.67,0.4141,0.9493144127,-0.486114653,0.5952250148,0.0225899255,0.7139452494
ENSMUSG00000020801,Med31,Age,18,1,-0.1941,0.6356,-1.4399,1.0518,0.09,0.7601,0.9981578959,-0.279973091,0.9170241592,0.0008007534,0.8236063791
ENSMUSG00000020802,Ube2o,Age,18,1,0.0734,0.3329,-0.5790,0.7258,0.05,0.8255,0.9981830775,0.1058618425,0.4802387691,0.0007897971,1.0761370652
ENSMUSG00000020803,Txndc17,Age,18,1,-0.0051,0.1542,-0.3073,0.2971,0.00,0.9738,0.9999208275,-0.007314457,0.2224385428,0.0000343855,0.9949428356
ENSMUSG00000020806,Rhbdf2,Age,18,1,0.2240,0.2693,-0.3039,0.7518,0.69,0.4057,0.9462540411,0.3230946797,0.3885534712,0.0239922528,1.2510111775
ENSMUSG00000020807,4933427D14Rik,Age,18,1,-0.0110,1.4102,-2.7749,2.7529,0.00,0.9938,0.9999208275,-0.015883543,2.0344649633,0.0000343855,0.9890507515
ENSMUSG00000020814,Mxra7,Age,18,1,-0.6269,0.8253,-2.2445,0.9907,0.58,0.4475,0.9604212221,-0.904440101,1.1906771032,0.0175382521,0.5342399984
ENSMUSG00000020817,Rabep1,Age,18,1,0.2744,0.2803,-0.2750,0.8239,0.96,0.3276,0.909902919,0.3959391005,0.4044138415,0.0410049418,1.3157989809
ENSMUSG00000020818,Mfsd11,Age,18,1,-0.0981,0.4760,-1.0310,0.8348,0.04,0.8368,0.9993708756,-0.141489776,0.6866854212,0.0002733112,0.9065825041
ENSMUSG00000020821,Kif1c,Age,18,1,0.2885,0.1299,0.0339,0.5431,4.93,0.0264,0.4892937466,0.4161912583,0.1874115158,0.3104303346,1.3344000596
ENSMUSG00000020823,Sec14l1,Age,18,1,-0.2667,0.1562,-0.5729,0.0395,2.91,0.0878,0.6809084343,-0.384759603,0.2253652538,0.1669112863,0.7659066113
ENSMUSG00000020826,Nos2,Age,18,0,25.4969,0.0000,25.4969,25.4969,,,,36.784305355,0,,118353002906
ENSMUSG00000020827,Mink1,Age,18,1,-0.3295,0.1896,-0.7010,0.0420,3.02,0.0822,0.6782910617,-0.475344113,0.2734769129,0.1685839059,0.7192952024
ENSMUSG00000020828,Pld2,Age,18,1,0.4892,0.6125,-0.7113,1.6897,0.64,0.4245,0.9530111335,0.7057759857,0.8836697927,0.0209020257,1.6310217103
ENSMUSG00000020829,Slc46a1,Age,18,1,1.0384,1.0300,-0.9803,3.0571,1.02,0.3134,0.9036583738,1.4980617175,1.4859132925,0.0439957227,2.8246296419
ENSMUSG00000020831,0610010K14Rik,Age,18,1,0.0215,0.3308,-0.6269,0.6699,0.00,0.9481,0.9999208275,0.0310492694,0.4772774933,0.0000343855,1.021754976
ENSMUSG00000020832,Eral1,Age,18,1,-0.4597,0.3165,-1.0802,0.1607,2.11,0.1464,0.7776795543,-0.663254311,0.4566841464,0.1091993188,0.6314523118
ENSMUSG00000020834,Dhrs13,Age,18,1,0.1281,0.9241,-1.6832,1.9393,0.02,0.8898,0.9999208275,0.1847710662,1.3332432955,0.0000343855,1.1366365919
ENSMUSG00000020836,Coro6,Age,18,1,-0.9555,0.8123,-2.5475,0.6366,1.38,0.2395,0.8685768987,-1.378429545,1.1718601456,0.0611917256,0.3846372668
ENSMUSG00000020838,Slc6a4,Age,18,1,-0.6010,0.3135,-1.2155,0.0134,3.68,0.0552,0.6016841002,-0.867097091,0.452297635,0.2206314648,0.5482488968
ENSMUSG00000020840,Blmh,Age,18,1,0.1614,0.1962,-0.2232,0.5459,0.68,0.4109,0.9477624136,0.2327844851,0.283086592,0.0233005186,1.1751007746
ENSMUSG00000020841,Cpd,Age,18,1,0.3173,0.3345,-0.3384,0.9730,0.90,0.3429,0.9174736924,0.4577940417,0.4826291074,0.0374063798,1.3734401479
ENSMUSG00000020843,Timm22,Age,18,1,-0.0332,0.5216,-1.0555,0.9890,0.00,0.9492,0.9999208275,-0.047955363,0.7524518305,0.0000343855,0.9673062574
ENSMUSG00000020844,Nxn,Age,18,1,0.1853,0.3477,-0.4962,0.8668,0.28,0.5940,0.9877546297,0.2673829112,0.5016318499,0.0053509261,1.2036224417
ENSMUSG00000020846,Rflnb,Age,18,1,-0.1023,0.3210,-0.7315,0.5270,0.10,0.7501,0.9981578959,-0.147523139,0.4631489393,0.0008007534,0.9027990847
